"Utility Type","Utility Name","Year","Ag & Water Pump","Commercial Building","Commercial Other","Industry","Mining & Construction","Residential","Streetlight","Total Usage"
"Publicly owned utility","City of Vernon","2006","       0.002473","     377.520000","      20.840000","     750.900000","       0.630000","       0.060000","       0.000000","    1149.952473"
"Publicly owned utility                            ","City of Vernon                                                                                      ","2007","       0.002385","     236.231854","      23.273829","     922.888335","       0.603595","       0.139000","       0.000000","    1183.138998"
"Publicly owned utility                            ","City of Vernon                                                                                      ","2008","       0.003243","     248.814787","      23.883332","     956.463600","       0.835036","       0.139000","       0.000000","    1230.138998"
"Publicly owned utility","City of Vernon                                                                                      ","2009","       0.004772","     372.368074","      38.361428","    1332.028502","       0.905050","       0.370970","       0.000000","    1744.038796"
"Publicly owned utility","Department of Water Resources","1990","    8171.070000","       0.000000","       0.000000","       0.000000","       0.000000","       0.000000","       0.000000","    8171.070000"
"Publicly owned utility","Department of Water Resources","1991","    4399.920000","       0.000000","       0.000000","       0.000000","       0.000000","       0.000000","       0.000000","    4399.920000"
"Publicly owned utility","Department of Water Resources","1992","    4088.000000","       0.000000","       0.000000","       0.000000","       0.000000","       0.000000","       0.000000","    4088.000000"
"Publicly owned utility","Department of Water Resources","1993","    4371.800000","       0.000000","       0.000000","       0.000000","       0.000000","       0.000000","       0.000000","    4371.800000"
"Publicly owned utility","Department of Water Resources","1994","    4945.536131","       0.000000","       0.000000","       0.000000","       0.000000","       0.000000","       0.000000","    4945.536131"
"Publicly owned utility","Department of Water Resources","1995","    3562.270000","       0.000000","       0.000000","       0.000000","       0.000000","       0.000000","       0.000000","    3562.270000"
"Publicly owned utility","Department of Water Resources","1996","    5146.488957","       0.000000","       0.000000","       0.000000","       0.000000","       0.000000","       0.000000","    5146.488957"
"Publicly owned utility","Department of Water Resources","1997","    5503.550000","       0.000000","       0.000000","       0.000000","       0.000000","       0.000000","       0.000000","    5503.550000"
"Publicly owned utility","Department of Water Resources","1998","    3420.775701","       0.000000","       0.000000","       0.000000","       0.000000","       0.000000","       0.000000","    3420.775701"
"Publicly owned utility","Department of Water Resources","1999","    5490.095900","       0.000000","       0.000000","       0.000000","       0.000000","       0.000000","       0.000000","    5490.095900"
"Publicly owned utility","Department of Water Resources","2000","    5490.000000","       0.000000","       0.000000","       0.000000","       0.000000","       0.000000","       0.000000","    5490.000000"
"Publicly owned utility","Department of Water Resources","2001","    6349.160000","       0.000000","       0.000000","       0.000000","       0.000000","       0.000000","       0.000000","    6349.160000"
"Publicly owned utility","Department of Water Resources","2002","    8180.600000","       0.000000","       0.000000","       0.000000","       0.000000","       0.000000","       0.000000","    8180.600000"
"Publicly owned utility","Department of Water Resources","2003","    8865.140000","       0.000000","       0.000000","       0.000000","       0.000000","       0.000000","       0.000000","    8865.140000"
"Publicly owned utility","Department of Water Resources","2004","    9654.440000","       0.000000","       0.000000","       0.000000","       0.000000","       0.000000","       0.000000","    9654.440000"
"Publicly owned utility","Department of Water Resources","2005","    8283.310000","       0.000000","       0.000000","       0.000000","       0.000000","       0.000000","       0.000000","    8283.310000"
"Publicly owned utility","Department of Water Resources","2006","    9077.360000","       0.000000","       0.000000","       0.000000","       0.000000","       0.000000","       0.000000","    9077.360000"
"Publicly owned utility                            ","Department of Water Resources                                                                       ","2007","    9956.406553","       0.000000","       0.000000","       0.000000","       0.000000","       0.000000","       0.000000","    9956.406553"
"Publicly owned utility                            ","Department of Water Resources                                                                       ","2008","    6009.160873","       0.000000","       0.000000","       0.000000","       0.000000","       0.000000","       0.000000","    6009.160873"
"Publicly owned utility","Department of Water Resources                                                                       ","2009","    5747.976001","       0.000000","       0.000000","       0.000000","       0.000000","       0.000000","       0.000000","    5747.976001"
"Publicly owned utility","Glendale Water & Power ","1990","       2.670380","     539.525234","      14.699098","      90.217704","      22.929600","     348.822122","       9.700044","    1028.564182"
"Publicly owned utility","Glendale Water & Power ","1991","       2.425160","     517.628373","      17.248922","      77.372437","      19.936860","     318.258141","       9.657846","     962.527739"
"Publicly owned utility","Glendale Water & Power ","1992","       2.780830","     556.458478","      15.306316","      75.633591","      19.378410","     341.060081","       9.624538","    1020.242244"
"Publicly owned utility","Glendale Water & Power ","1993","       2.298870","     549.399590","      12.986590","      64.777602","      20.654750","     329.910126","       9.572856","     989.600384"
"Publicly owned utility","Glendale Water & Power ","1994","       2.797080","     529.928417","      14.909064","      67.593410","      24.686720","     336.726743","       9.294264","     985.935698"
"Publicly owned utility","Glendale Water & Power ","1995","       3.283650","     564.363750","      14.693562","      68.094355","      26.943160","     344.445360","       9.093163","    1030.917000"
"Publicly owned utility","Glendale Water & Power ","1996","       2.937590","     586.668835","      15.473534","      73.791724","      30.137055","     345.744028","       9.140853","    1063.893619"
"Publicly owned utility","Glendale Water & Power ","1997","       3.115910","     595.692466","      17.784745","      77.484767","      25.135125","     351.472820","       9.122144","    1079.807977"
"Publicly owned utility","Glendale Water & Power ","1998","       3.256620","     623.595860","      18.666343","      77.580324","      29.976090","     359.354068","       9.193896","    1121.623201"
"Publicly owned utility","Glendale Water & Power ","1999","       3.427365","     616.082008","      18.752818","      73.645746","      29.808020","     352.945020","       9.157011","    1103.817988"
"Publicly owned utility","Glendale Water & Power ","2000","       3.630296","     653.170000","      19.390000","      74.770000","      29.990000","     360.520000","       9.230000","    1150.700296"
"Publicly owned utility","Glendale Water & Power ","2001","       3.630301","     693.670000","      20.430000","      56.780000","      27.330000","     387.210000","       9.230000","    1198.280301"
"Publicly owned utility","Glendale Water & Power ","2002","      10.070043","     600.170000","      18.770000","      55.710000","      16.710110","     355.340000","       9.230000","    1066.000153"
"Publicly owned utility","Glendale Water & Power ","2003","      10.070044","     617.170000","      18.713779","      56.181642","      18.520000","     360.400000","       9.230000","    1090.285465"
"Publicly owned utility","Glendale Water & Power ","2004","       2.800000","     588.650000","      16.770000","      53.390000","      24.080000","     420.840000","      10.490000","    1117.020000"
"Publicly owned utility","Glendale Water & Power ","2005","       3.260000","     625.650000","      20.610000","      56.224687","      24.950000","     371.000000","       6.100000","    1107.794687"
"Publicly owned utility","Glendale Water & Power ","2006","       3.010000","     632.300000","      22.330000","      57.600000","      28.230000","     381.000000","      17.320000","    1141.790000"
"Publicly owned utility                            ","Glendale Water & Power                                                                              ","2007","       2.807337","     626.937060","      21.804432","      52.998200","      35.014622","     395.260009","      21.438341","    1156.260001"
"Publicly owned utility                            ","Glendale Water & Power                                                                              ","2008","       2.773837","     629.304987","      19.914332","      52.078023","      32.793706","     397.000000","      29.135112","    1162.999997"
"Publicly owned utility","Glendale Water & Power                                                                             ","2009","       3.568098","     650.414531","      23.160016","      54.589290","      26.902785","     380.816031","      20.620023","    1160.070774"
"Publicly owned utility","Imperial Irrigation District","1990","     187.805627","     585.520746","     276.543582","      67.135303","      33.493629","     766.956464","       3.233835","    1920.689186"
"Publicly owned utility","Imperial Irrigation District","1991","     182.531618","     604.781238","     293.108881","      67.276366","      32.919665","     765.165300","       3.216900","    1948.999968"
"Publicly owned utility","Imperial Irrigation District","1992","     176.992611","     674.405719","     293.051340","      68.592004","      35.584032","     846.784802","       5.568432","    2100.978940"
"Publicly owned utility","Imperial Irrigation District","1993","     182.525206","     701.694833","     328.032315","      66.682493","      34.956560","     831.615627","       6.924794","    2152.431828"
"Publicly owned utility","Imperial Irrigation District","1994","     198.889396","     744.162093","     349.670627","      72.028365","      35.224175","     885.313047","       7.114435","    2292.402138"
"Publicly owned utility","Imperial Irrigation District","1995","     208.642145","     764.675097","     368.821320","      77.504963","      34.409430","     866.699021","       2.710770","    2323.462746"
"Publicly owned utility","Imperial Irrigation District","1996","     210.002190","     791.276656","     337.827092","      88.162883","      32.906120","     937.976013","       6.956904","    2405.107858"
"Publicly owned utility","Imperial Irrigation District","1997","     221.714884","     814.429027","     327.533925","      91.693227","      30.723590","     949.746597","       7.187790","    2443.029040"
"Publicly owned utility","Imperial Irrigation District","1998","     229.208230","     825.121606","     278.274190","      98.974452","      28.946140","     918.177308","       9.575302","    2388.277228"
"Publicly owned utility","Imperial Irrigation District","1999","     240.955254","     857.720863","     173.969081","     108.060329","      29.491650","     994.283630","       9.057470","    2413.538277"
"Publicly owned utility","Imperial Irrigation District","2000","     254.130000","     964.290000","     167.060000","     121.117438","      34.500000","    1144.730000","       9.090000","    2694.917438"
"Publicly owned utility","Imperial Irrigation District","2001","     264.030000","    1014.300000","     192.810000","     110.878026","      36.590000","    1126.420000","       9.060000","    2754.088026"
"Publicly owned utility","Imperial Irrigation District","2002","     259.240000","    1005.260000","     169.730000","     113.937718","      36.530000","    1146.050000","       8.060000","    2738.807718"
"Publicly owned utility","Imperial Irrigation District","2003","     264.160000","    1070.810000","     177.480000","     104.140000","      40.670000","    1168.810000","       8.000000","    2834.070000"
"Publicly owned utility","Imperial Irrigation District","2004","     266.610000","    1067.730000","     156.960000","      98.680000","      43.500000","    1334.890000","       8.080000","    2976.450000"
"Publicly owned utility","Imperial Irrigation District","2005","     266.700000","    1235.950000","     153.090000","     153.030000","      51.230000","    1363.720000","       8.160000","    3231.880000"
"Publicly owned utility","Imperial Irrigation District","2006","     277.400000","    1176.700000","     151.750000","     127.220000","      48.370000","    1368.680000","       8.107431","    3158.227431"
"Publicly owned utility                            ","Imperial Irrigation District                                                                        ","2007","     323.952156","    1280.955047","     136.337756","     125.802057","      42.693027","    1370.352005","       0.010375","    3280.102423"
"Publicly owned utility                            ","Imperial Irrigation District                                                                        ","2008","     301.699288","    1209.152700","     188.353480","     206.942117","      63.600352","    1368.418723","       0.016682","    3338.183342"
"Publicly owned utility","Imperial Irrigation District                                                                        ","2009","     258.020389","    1072.817818","     173.045643","     181.178384","      58.968661","    1570.177462","       0.000000","    3314.208357"
"Publicly owned utility","Lassen Municipal Utility District","1990","       5.767525","      38.801055","      11.728820","       0.000000","       0.000000","      59.991371","       0.158775","     116.447546"
"Publicly owned utility","Lassen Municipal Utility District","1991","       6.901287","      41.244100","      12.573933","       0.000000","       0.000000","      65.291117","       0.677576","     126.688013"
"Publicly owned utility","Lassen Municipal Utility District","1992","       6.857117","      43.390536","      13.365406","       0.000000","       0.000000","      62.585391","       0.676871","     126.875321"
"Publicly owned utility","Lassen Municipal Utility District","1993","       3.256704","      45.678646","      13.928217","       0.000000","       0.000000","      66.957768","       0.443843","     130.265178"
"Publicly owned utility","Lassen Municipal Utility District","1994","       4.796627","      46.105800","      15.026697","       0.000000","       0.000000","      66.171456","       0.349155","     132.449735"
"Publicly owned utility","Lassen Municipal Utility District","1995","       2.058701","      45.471881","      15.184443","       0.000000","       0.000000","      65.953628","       0.355802","     129.024455"
"Publicly owned utility","Lassen Municipal Utility District","1996","       2.657570","      47.393989","      13.370372","       0.000000","       0.000000","      66.738728","       0.368274","     130.528933"
"Publicly owned utility","Lassen Municipal Utility District","1997","       3.465512","      47.976656","      13.312436","       0.000000","       0.000000","      69.170106","       0.367284","     134.291994"
"Publicly owned utility","Lassen Municipal Utility District","1998","       3.244366","      51.055923","      13.312435","       0.000000","       0.000000","      69.697361","       0.397491","     137.707576"
"Publicly owned utility","Lassen Municipal Utility District","1999","       3.192267","      49.716529","      12.050474","       0.000000","       0.000000","      71.821000","       0.394384","     137.174654"
"Publicly owned utility","Lassen Municipal Utility District","2000","       3.920000","      52.210000","      12.270000","       0.000000","       0.000000","      72.530000","       0.410000","     141.340000"
"Publicly owned utility","Lassen Municipal Utility District","2001","       4.260000","      49.670000","      10.380000","       0.000000","       0.000000","      65.750000","       0.420000","     130.480000"
"Publicly owned utility","Lassen Municipal Utility District","2002","       3.360000","      55.360000","      11.570000","       0.000000","       0.000000","      68.060000","       0.420000","     138.770000"
"Publicly owned utility","Lassen Municipal Utility District","2003","       2.160000","      56.560000","      12.080000","       0.000000","       0.000000","      69.980000","       0.310000","     141.090000"
"Publicly owned utility","Lassen Municipal Utility District","2004","       3.160000","      50.170000","       5.160000","       0.000000","       0.000000","      71.280000","       0.200000","     129.970000"
"Publicly owned utility","Lassen Municipal Utility District","2005","       2.600000","      50.420000","       0.000000","       0.000000","       0.000000","      72.970000","       0.410000","     126.400000"
"Publicly owned utility","Lassen Municipal Utility District","2006","       2.830000","      51.900000","       0.000000","       0.000000","       0.000000","      74.150000","       0.420000","     129.300000"
"Publicly owned utility                            ","Lassen Municipal Utility District                                                                   ","2007","       3.978384","      53.255543","       0.000000","       0.000000","       0.000000","      73.661398","       0.425064","     131.320389"
"Publicly owned utility                            ","Lassen Municipal Utility District                                                                   ","2008","       4.959946","      51.897596","       0.000000","       0.000000","       0.000000","      74.726731","       0.425064","     132.009337"
"Publicly owned utility","Lassen Municipal Utility District                                                                   ","2009","       3.384939","      52.922443","       0.000000","       0.000000","       0.000000","      83.090327","       0.424504","     139.822213"
"Publicly owned utility","Los Angeles Department of Water and Power","1990","     155.558871","   10004.292617","    1291.389263","    3365.743342","     224.168805","    6835.000000","     290.058000","   22166.210898"
"Publicly owned utility","Los Angeles Department of Water and Power","1991","     133.268263","    9736.094213","    1264.485146","    3090.076302","     232.318034","    6619.912016","     291.994000","   21368.147974"
"Publicly owned utility","Los Angeles Department of Water and Power","1992","     154.585330","   10117.888131","    1312.789097","    3000.914148","     205.105263","    6999.837000","     289.656000","   22080.774969"
"Publicly owned utility","Los Angeles Department of Water and Power","1993","     129.785619","   10012.845618","    1368.417705","    2706.567553","     198.645180","    6726.321818","     288.974000","   21431.557493"
"Publicly owned utility","Los Angeles Department of Water and Power","1994","     160.065019","    9121.209241","    1341.835516","    2402.387068","     220.082388","    6722.886586","     289.257000","   20257.722818"
"Publicly owned utility","Los Angeles Department of Water and Power","1995","     140.344820","    9526.882560","    1378.624790","    2394.590553","     320.659569","    6788.179000","     290.179652","   20839.460944"
"Publicly owned utility","Los Angeles Department of Water and Power","1996","     175.289986","    9470.689774","    1476.482023","    2504.448602","     332.147015","    6916.749239","     291.738520","   21167.545159"
"Publicly owned utility","Los Angeles Department of Water and Power","1997","     178.903168","    9734.521277","    1543.605929","    2369.444818","     313.223117","    7105.597725","     295.616419","   21540.912453"
"Publicly owned utility","Los Angeles Department of Water and Power","1998","     172.968284","    9554.600778","    1477.846904","    2359.403707","     301.865959","    7182.893000","     296.463000","   21346.041632"
"Publicly owned utility","Los Angeles Department of Water and Power","1999","     222.621033","    9618.069479","    1539.489426","    2289.540233","     263.030547","    7140.029712","     283.824633","   21356.605063"
"Publicly owned utility","Los Angeles Department of Water and Power","2000","     181.240161","    9810.290000","    1625.060000","    2514.680000","     251.530000","    7518.910000","     283.970000","   22185.680161"
"Publicly owned utility","Los Angeles Department of Water and Power","2001","     181.130057","    9102.440000","    1603.240000","    2579.490000","     278.380000","    7338.540000","     297.780000","   21381.000057"
"Publicly owned utility","Los Angeles Department of Water and Power","2002","     162.710001","    9849.190000","    1710.430000","    2557.950000","     242.440000","    7369.890000","     286.670000","   22179.280001"
"Publicly owned utility","Los Angeles Department of Water and Power","2003","     162.011385","   10089.430000","    1697.060000","    2608.460000","     233.760000","    7817.770000","     305.330000","   22913.821385"
"Publicly owned utility","Los Angeles Department of Water and Power","2004","     222.940000","   10832.150000","    1466.160000","    2581.160000","     296.230000","    7951.300000","     311.130000","   23661.070000"
"Publicly owned utility","Los Angeles Department of Water and Power","2005","     159.490000","   10687.140000","    1473.120000","    2618.700000","     189.250000","    7961.310000","     313.500000","   23402.510000"
"Publicly owned utility","Los Angeles Department of Water and Power","2006","     160.690000","   10966.590000","    1565.570000","    2675.320000","     185.340000","    8467.000000","     293.000000","   24313.510000"
"Publicly owned utility                            ","Los Angeles Department of Water and Power         ","2007","     175.691047","   10920.266785","    1561.311348","    2757.064150","     179.739743","    8425.512925","     297.586000","   24317.171998"
"Publicly owned utility                            ","Los Angeles Department of Water and Power         ","2008","     175.691047","   11063.011329","    1581.720069","    2793.103184","     179.739743","    8728.765000","     297.586000","   24819.616372"
"Publicly owned utility","Los Angeles Department of Water and Power                                                           ","2009","      36.114679","   10592.719073","    1856.977476","    2377.962274","     199.030028","    8402.552575","     288.527000","   23753.883105"
"Publicly owned utility","Merced Irrigation District","2001","       0.000000","     168.450000","       0.000000","     130.660000","       0.000000","       0.860000","       0.000000","     299.970000"
"Publicly owned utility","Merced Irrigation District","2002","       4.520000","     219.560000","      13.587363","     115.238588","       0.450000","       4.390000","       0.000000","     357.745951"
"Publicly owned utility","Merced Irrigation District","2003","       2.380000","     150.080000","      12.058172","     183.376791","       1.230000","       8.700000","       0.000000","     357.824963"
"Publicly owned utility","Merced Irrigation District","2004","       1.740371","     120.210000","       9.200000","     182.675280","       2.650000","      13.020000","       0.030000","     329.525651"
"Publicly owned utility","Merced Irrigation District","2005","       1.220353","     125.380000","       8.650000","     177.608312","       3.620000","      22.610000","       0.000000","     339.088665"
"Publicly owned utility","Merced Irrigation District","2006","       0.990427","     134.450000","      10.370015","     179.986372","       7.750000","      40.250000","       0.030000","     373.826814"
"Publicly owned utility                            ","Merced Irrigation District                                                                          ","2007","       1.132400","     148.803796","       9.962281","     215.371837","       6.521151","      41.911002","       0.000000","     423.702467"
"Publicly owned utility                            ","Merced Irrigation District                                                                          ","2008","       9.674528","     156.152410","       9.648263","     206.024249","       3.138407","      45.683377","       1.459065","     431.780299"
"Publicly owned utility","Merced Irrigation District                                                                          ","2009","       9.180479","     155.929356","       7.961102","     197.513872","       5.071943","      48.486391","       1.496065","     425.639208"
"Publicly owned utility","Metropolitan Water Department","1990","    2417.525000","       0.000000","       0.000000","       0.000000","       0.000000","       0.000000","       0.000000","    2417.525000"
"Publicly owned utility","Metropolitan Water Department","1991","    2590.661000","       0.000000","       0.000000","       0.000000","       0.000000","       0.000000","       0.000000","    2590.661000"
"Publicly owned utility","Metropolitan Water Department","1992","    1831.023000","       0.000000","       0.000000","       0.000000","       0.000000","       0.000000","       0.000000","    1831.023000"
"Publicly owned utility","Metropolitan Water Department","1993","    2379.751000","       0.000000","       0.000000","       0.000000","       0.000000","       0.000000","       0.000000","    2379.751000"
"Publicly owned utility","Metropolitan Water Department","1994","    2577.149000","       0.000000","       0.000000","       0.000000","       0.000000","       0.000000","       0.000000","    2577.149000"
"Publicly owned utility","Metropolitan Water Department","1995","    1949.352000","       0.000000","       0.000000","       0.000000","       0.000000","       0.000000","       0.000000","    1949.352000"
"Publicly owned utility","Metropolitan Water Department","1996","    2418.001000","       0.000000","       0.000000","       0.000000","       0.000000","       0.000000","       0.000000","    2418.001000"
"Publicly owned utility","Metropolitan Water Department","1997","    2461.818000","       0.000000","       0.000000","       0.000000","       0.000000","       0.000000","       0.000000","    2461.818000"
"Publicly owned utility","Metropolitan Water Department","1998","    2122.423795","       0.000000","       0.000000","       0.000000","       0.000000","       0.000000","       0.000000","    2122.423795"
"Publicly owned utility","Metropolitan Water Department","1999","    2352.799600","       0.000000","       0.000000","       0.000000","       0.000000","       0.000000","       0.000000","    2352.799600"
"Publicly owned utility","Metropolitan Water Department","2000","    2366.890000","       0.000000","       0.000000","       0.000000","       0.000000","       0.000000","       0.000000","    2366.890000"
"Publicly owned utility","Metropolitan Water Department","2001","    2483.730000","       0.000000","       0.000000","       0.000000","       0.000000","       0.000000","       0.000000","    2483.730000"
"Publicly owned utility","Metropolitan Water Department","2002","    2469.520000","       0.000000","       0.000000","       0.000000","       0.000000","       0.000000","       0.000000","    2469.520000"
"Publicly owned utility","Metropolitan Water Department","2003","    1362.370000","       0.000000","       0.000000","       0.000000","       0.000000","       0.000000","       0.000000","    1362.370000"
"Publicly owned utility","Metropolitan Water Department","2004","    1508.420000","       0.000000","       0.000000","       0.000000","       0.000000","       0.000000","       0.000000","    1508.420000"
"Publicly owned utility","Metropolitan Water Department","2005","    1837.220000","       0.000000","       0.000000","       0.000000","       0.000000","       0.000000","       0.000000","    1837.220000"
"Publicly owned utility","Metropolitan Water Department","2006","    1232.860000","       0.000000","       0.000000","       0.000000","       0.000000","       0.000000","       0.000000","    1232.860000"
"Publicly owned utility                            ","Metropolitan Water Department                                                                       ","2007","    1406.894000","       0.000000","       0.000000","       0.000000","       0.000000","       0.000000","       0.000000","    1406.894000"
"Publicly owned utility                            ","Metropolitan Water Department                                                                       ","2008","    1789.396658","       0.000000","       0.000000","       0.000000","       0.000000","       0.000000","       0.000000","    1789.396658"
"Publicly owned utility","Metropolitan Water Department                                                                       ","2009","    2194.530576","       0.000000","       0.000000","       0.000000","       0.000000","       0.000000","       0.000000","    2194.530576"
"Publicly owned utility","Modesto Irrigation District","1990","      63.676270","     514.185725","      31.091752","     501.890106","       7.711041","     638.595386","       3.360036","    1760.510316"
"Publicly owned utility","Modesto Irrigation District","1991","      60.660966","     487.485692","      33.572803","     466.736656","       8.800170","     655.197249","      22.531634","    1734.985170"
"Publicly owned utility","Modesto Irrigation District","1992","      66.382709","     542.758450","      34.672039","     500.713875","       8.840493","     663.459473","      16.064412","    1832.891451"
"Publicly owned utility","Modesto Irrigation District","1993","      65.816408","     543.134603","      33.966858","     515.371695","       8.264993","     651.459781","      17.080109","    1835.094447"
"Publicly owned utility","Modesto Irrigation District","1994","      70.278727","     557.475859","      42.152872","     548.534564","       8.115368","     673.866728","      17.731525","    1918.155643"
"Publicly owned utility","Modesto Irrigation District","1995","      67.012329","     569.456768","      30.097945","     557.686051","       7.548268","     664.680171","      18.302111","    1914.783643"
"Publicly owned utility","Modesto Irrigation District","1996","      70.783240","     592.126281","      37.540873","     584.095238","       7.303540","     710.090356","      18.400718","    2020.340246"
"Publicly owned utility","Modesto Irrigation District","1997","      75.697004","     613.058083","      39.863842","     622.147914","       6.635917","     706.424674","      18.689127","    2082.516561"
"Publicly owned utility","Modesto Irrigation District","1998","      69.702121","     639.092842","      41.396460","     724.602071","       7.126790","     726.651546","      17.214254","    2225.786084"
"Publicly owned utility","Modesto Irrigation District","1999","      83.776253","     523.010420","      26.459613","     189.154891","       9.209355","     706.820901","      15.247258","    1553.678691"
"Publicly owned utility","Modesto Irrigation District","2000","      77.210000","     617.800000","      38.770000","     319.521596","       9.080000","     769.180000","      22.270000","    1853.831596"
"Publicly owned utility","Modesto Irrigation District","2001","      89.140000","     686.220000","      55.020000","     439.575364","       9.100876","     760.670000","      21.630000","    2061.356240"
"Publicly owned utility","Modesto Irrigation District","2002","      86.140000","     202.030000","      34.659519","     127.453266","       9.850000","     789.900000","      16.310000","    1266.342785"
"Publicly owned utility","Modesto Irrigation District","2003","      81.080000","     266.060000","      43.410000","       8.148554","      15.961657","     844.280000","      11.310000","    1270.250211"
"Publicly owned utility","Modesto Irrigation District","2004","      76.560000","     534.390000","      62.590000","     846.690000","      27.344523","     856.510000","      12.820000","    2416.904523"
"Publicly owned utility","Modesto Irrigation District","2005","      79.390000","     753.280000","      60.380000","     683.390000","      29.760000","     882.270000","      27.390000","    2515.860000"
"Publicly owned utility","Modesto Irrigation District","2006","      79.390000","     767.810000","      61.490000","     696.530000","      29.760000","     899.600000","      27.390000","    2561.970000"
"Publicly owned utility                            ","Modesto Irrigation District                                                                         ","2007","      76.814324","     744.172610","      54.465564","     769.690119","      30.387206","     880.408999","       8.483173","    2564.421995"
"Publicly owned utility                            ","Modesto Irrigation District                                                                         ","2008","      96.670415","     760.254734","      55.917119","     740.791634","      40.002866","     891.329000","      12.503230","    2597.468998"
"Publicly owned utility","Modesto Irrigation District                                                                         ","2009","      97.148974","     740.919197","      55.157399","     690.162959","      36.950378","     896.746203","      10.980613","    2528.065723"
"Publicly owned utility                            ","Moreno Valley Utilities                                                                             ","2007","       0.024219","      22.640657","       0.065518","       1.212240","       0.696319","      30.309952","       0.060474","      55.009379"
"Publicly owned utility                            ","Moreno Valley Utilities                                                                             ","2008","       0.047416","      23.687471","       0.168428","       1.116880","       0.614420","      26.880890","       0.093918","      52.609423"
"Publicly owned utility","Moreno Valley Utilities                                                                               ","2009","       0.046048","      50.959472","       0.247618","       1.269440","       0.632151","      33.727761","       0.749119","      87.631609"
"Publicly owned utility                            ","Pasadena Water and Power                                                                            ","2007","       0.532562","     812.095501","      41.535408","      29.184830","       5.447019","     338.000009","      16.204652","    1242.999981"
"Publicly owned utility                            ","Pasadena Water and Power                                                                            ","2008","       0.600752","     814.529607","      40.959703","      29.185432","       4.647361","     345.563919","      16.214533","    1251.701307"
"Publicly owned utility                            ","Port of Oakland                                                                                     ","2007","       0.000000","      10.538021","      42.819943","       5.479500","       0.000000","       0.000000","       0.000000","      58.837464"
"Publicly owned utility                            ","Port of Oakland                                                                                     ","2008","       0.000000","       9.026532","      36.678194","       4.693565","       0.000000","       0.000000","       0.000000","      50.398291"
"Publicly owned utility","Port of Oakland                                                                                     ","2009","       0.000000","       8.745108","      35.123076","       4.287286","       0.000000","       0.000000","       0.000000","      48.155470"
"Publicly owned utility","Port of Stockton","2006","       0.000000","       0.902984","       0.880000","       0.370000","       0.000000","       0.000000","       0.000000","       2.152984"
"Publicly owned utility                            ","Port of Stockton                                                                                    ","2007","       0.000000","       5.326685","       3.536879","       1.473171","       0.000000","       0.000000","       0.000000","      10.336735"
"Publicly owned utility                            ","Port of Stockton                                                                                    ","2008","       0.524800","       7.256974","       3.073802","       1.663439","       0.004226","       0.000000","       0.000000","      12.523241"
"Publicly owned utility","Port of Stockton                                                                                    ","2009","       0.112800","       6.277226","       3.566313","       1.659826","       0.019099","       0.000000","       0.000000","      11.635264"
"Publicly owned utility","Power and Water Resource Purchasing Authority","2006","     273.840000","       0.000000","       0.000000","       0.000000","       0.000000","       0.000000","       0.000000","     273.840000"
"Publicly owned utility                            ","Power and Water Resource Purchasing Authority                                                       ","2007","     435.317513","       0.000000","       0.000000","       0.000000","       0.000000","       0.000000","       0.000000","     435.317513"
"Publicly owned utility                            ","Power and Water Resource Purchasing Authority","2008","     435.317505","       0.000000","       0.000000","       0.000000","       0.000000","       0.000000","       0.000000","     435.317505"
"Publicly owned utility","Power and Water Resource Purchasing Authority                                                       ","2009","     435.317505","       0.000000","       0.000000","       0.000000","       0.000000","       0.000000","       0.000000","     435.317505"
"Publicly owned utility","Sacramento Municipal Utility District","1990","     107.497934","    3138.045484","     589.105964","     721.477177","     124.168349","    3610.562565","      66.836429","    8357.693902"
"Publicly owned utility","Sacramento Municipal Utility District","1991","     120.176032","    3083.282185","     620.292543","     721.171555","     133.060323","    3602.899792","      68.424576","    8349.307006"
"Publicly owned utility","Sacramento Municipal Utility District","1992","     131.329450","    3207.764968","     611.410102","     748.098342","     102.830889","    3626.278352","      68.453930","    8496.166033"
"Publicly owned utility","Sacramento Municipal Utility District","1993","     134.315415","    3215.806685","     547.039520","     734.492684","      99.532482","    3635.662214","      67.797000","    8434.646000"
"Publicly owned utility","Sacramento Municipal Utility District","1994","     145.916775","    3206.504554","     494.766528","     726.974484","     110.385300","    3662.488359","      71.189000","    8418.225000"
"Publicly owned utility","Sacramento Municipal Utility District","1995","     140.124870","    3268.275956","     541.889946","     718.956827","     112.076336","    3603.792065","      72.433000","    8457.549000"
"Publicly owned utility","Sacramento Municipal Utility District","1996","     150.666130","    3341.600729","     546.784351","     767.945267","     115.533124","    3807.751879","      74.764000","    8805.045480"
"Publicly owned utility","Sacramento Municipal Utility District","1997","     164.240695","    3464.470922","     572.356832","     771.941665","     119.438179","    3838.871326","      75.057864","    9006.377483"
"Publicly owned utility","Sacramento Municipal Utility District","1998","     121.915003","    3436.962405","     564.213079","     827.745211","     137.509132","    3959.359956","      75.299945","    9123.004731"
"Publicly owned utility","Sacramento Municipal Utility District","1999","     162.226335","    3551.298630","     553.183399","     848.934806","     165.119832","    3965.720049","      79.890739","    9326.373790"
"Publicly owned utility","Sacramento Municipal Utility District","2000","     147.450000","    3595.980000","     522.640000","     841.560000","     167.350000","    4134.660000","      80.920000","    9490.560000"
"Publicly owned utility","Sacramento Municipal Utility District","2001","     145.100000","    3511.210000","     435.700000","     734.660000","     145.780000","    4018.910000","      78.570000","    9069.930000"
